,id,accession_number,artist,artistRole,artistId,title,dateText,medium,creditLine,year,acquisitionYear,dimensions,width,height,depth,units,inscription,thumbnailCopyright,thumbnailUrl,url
66239,24710,T10874,"Flaxman, John",artist,186,[title not known],date not known,"Graphite, pen and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 157 mm,198,157,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10874_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10874
66240,24711,T10875,"Flaxman, John",artist,186,[title not known],date not known,"Graphite, pen and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 157 mm,198,157,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10875_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10875
66241,24712,T10876,"Flaxman, John",artist,186,[title not known],date not known,"Graphite, pen and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 156 mm,198,156,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10876_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10876
66242,24713,T10877,"Flaxman, John",artist,186,[title not known],date not known,"Graphite, pen and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 157 mm,198,157,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10877_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10877
66244,24715,T10879,"Flaxman, John",artist,186,[title not known],date not known,"Graphite, pen and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 157 mm,198,157,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10879_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10879
66245,24716,T10880,"Flaxman, John",artist,186,[title not known],date not known,"Graphite, pen and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 157 mm,198,157,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10880_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10880
66246,24717,T10881,"Flaxman, John",artist,186,[title not known],date not known,"Graphite, pen and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 157 mm,198,157,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10881_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10881
66247,24718,T10882,"Flaxman, John",artist,186,[title not known] Verso: [title not known],date not known,"Graphite, ink and watercolour on paper. Verso: graphite on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 157 mm,198,157,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10882_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-verso-title-not-known-t10882
66248,24719,T10883,"Flaxman, John",artist,186,[title not known],date not known,"Graphite, pen and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 156 mm,198,156,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10883_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10883
66250,24721,T10885,"Flaxman, John",artist,186,[title not known],date not known,"Graphite, pen and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 198 x 156 mm,198,156,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10885_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-title-not-known-t10885
66256,23975,T10891,"Wharncliffe, Lady",artist,2576,[title not known],date not known,Watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 228 x 151 mm,228,151,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10891_8.jpg,http://www.tate.org.uk/art/artworks/wharncliffe-title-not-known-t10891
66311,25201,T10946,British (?) School,artist,2638,[title not known],date not known,Graphite and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 87 x 95 mm,87,95,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10946_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-t10946
66314,25204,T10949,British (?) School,artist,2638,[title not known],date not known,Watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 209 x 192 mm,209,192,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10949_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-t10949
66325,25318,T10960,British (?) School,artist,2638,[title not known] Verso: Drawings of Architecture,date not known,Graphite and watercolour on paper. Verso: graphite and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 259 x 381 mm,259,381,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10960_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-verso-drawings-of-architecture-t10960
66329,25218,T10964,British (?) School,artist,2638,[title not known],date not known,Graphite and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 117 x 168 mm,117,168,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10964_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-t10964
66331,25220,T10966,British (?) School,artist,2638,[title not known] Verso: Landscape Sketch,date not known,Graphite and watercolour on paper. Verso: graphite and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 120 x 180 mm,120,180,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10966_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-verso-landscape-sketch-t10966
66332,25221,T10967,British (?) School,artist,2638,[title not known],date not known,Ink and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 128 x 175 mm,128,175,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10967_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-t10967
66333,25222,T10968,British (?) School,artist,2638,[title not known],date not known,Ink and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 130 x 175 mm,130,175,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10968_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-t10968
66334,25223,T10969,British (?) School,artist,2638,[title not known],date not known,Ink and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 128 x 171 mm,128,171,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10969_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-t10969
66337,25226,T10972,British (?) School,artist,2638,[title not known] Verso: Landscape Sketch and Outline Sketch,date not known,Graphite and watercolour on paper. Verso: graphite and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 127 x 199 mm,127,199,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10972_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-verso-landscape-sketch-and-outline-sketch-t10972
66346,25235,T10981,British (?) School,artist,2638,[title not known],date not known,Watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 236 x 313 mm,236,313,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10981_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-t10981
66348,25237,T10983,British (?) School,artist,2638,[title not known] Verso: Landscape with Villa and Trees,date not known,Graphite and watercolour on paper. Verso: graphite and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 119 x 133 mm,119,133,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10983_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-verso-landscape-with-villa-and-trees-t10983
66350,25239,T10985,British (?) School,artist,2638,[title not known],date not known,Graphite and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 106 x 166 mm,106,166,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10985_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-t10985
66351,25240,T10986,British (?) School,artist,2638,[title not known],date not known,Graphite and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 128 x 194 mm,128,194,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10986_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-t10986
66352,25241,T10987,British (?) School,artist,2638,[title not known],date not known,Graphite and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 120 x 178 mm,120,178,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10987_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-t10987
66353,25242,T10988,British (?) School,artist,2638,[title not known],date not known,Graphite and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 62 x 87 mm,62,87,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10988_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-t10988
66354,25243,T10989,British (?) School,artist,2638,[title not known],date not known,Graphite and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 180 x 273 mm,180,273,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10989_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-t10989
66355,25081,T10990,"Labruzzi, Carlo",artist,2622,Bridge near Cagli,date not known,"Graphite, ink and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 382 x 547 mm,382,547,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10990_8.jpg,http://www.tate.org.uk/art/artworks/labruzzi-bridge-near-cagli-t10990
66356,25082,T10991,"Labruzzi, Carlo",artist,2622,Arch of Titus,date not known,"Graphite, ink and watercolour on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 375 x 533 mm,375,533,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10991_8.jpg,http://www.tate.org.uk/art/artworks/labruzzi-arch-of-titus-t10991
66358,25076,T10993,"Labruzzi, Carlo",artist,2622,A Fallen Tree,date not known,Graphite and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 380 x 492 mm,380,492,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10993_8.jpg,http://www.tate.org.uk/art/artworks/labruzzi-a-fallen-tree-t10993
66359,25077,T10994,"Labruzzi, Carlo",artist,2622,Clouds over Sea in Moonlight,date not known,Graphite and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 332 x 515 mm,332,515,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10994_8.jpg,http://www.tate.org.uk/art/artworks/labruzzi-clouds-over-sea-in-moonlight-t10994
66360,25078,T10995,"Labruzzi, Carlo",artist,2622,Grotto of Neptune at Tivoli,date not known,Graphite and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 328 x 500 mm,328,500,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10995_8.jpg,http://www.tate.org.uk/art/artworks/labruzzi-grotto-of-neptune-at-tivoli-t10995
66362,25083,T10997,"Kaisermann, Franz",artist,2621,Genzano,date not known,Graphite and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 372 x 530 mm,372,530,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10997_8.jpg,http://www.tate.org.uk/art/artworks/kaisermann-genzano-t10997
66363,25219,T10998,British (?) School,artist,2638,[title not known],date not known,Graphite and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 171 x 248 mm,171,248,,mm,,,http://www.tate.org.uk/art/images/work/T/T10/T10998_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-t10998
